source_node,target_node,weight
3029,1874,7.7
3029,4834,6.2
3029,1021,9.6
3030,2018,3.7
3030,5579,9.6
3030,1243,9.3
3030,3091,4
3031,1103,1.5
3031,7803,1.2
3031,9752,3.1
3031,7357,4.9
3032,289,0.2
3032,7708,2.9
3032,6403,1.7
3032,2082,3.4
3033,5887,0.7
3033,7451,7.3
3033,1148,6.7
3033,6471,7.5
3034,8161,8.2
3034,9595,1.1
3034,405,9.2
3034,4714,7.1
3035,3509,2.8
3035,5619,6.8
3035,550,4.9
3035,4507,9.4
3036,5420,6.1
3036,1516,0.5
3036,810,2.9
3036,349,2.8
3037,5467,1.1
3037,8964,9.9
3037,1728,7.2
3037,1337,7.6
3038,2458,1.4
3038,2957,1
3038,1163,2.7
3038,3276,6.6
3039,3768,7
3039,94,8.2
3039,946,3.7
3039,2964,4.6
3040,7766,2.4
3040,3329,0.8
3040,3393,0.1
3040,8503,1.1
3041,1639,4.9
3041,6132,5.6
3041,6598,3
3041,4540,2.9
3042,4791,9
3042,7753,1.7
3042,5301,1
3042,2463,5.9
3043,9313,6.6
3043,1109,6.2
3043,8836,9.2
3043,8306,3.4
3044,8806,4.3
3044,5620,5.6
3044,5728,3
3044,7735,3.2
3045,5357,2.5
3045,67,2.6
3045,2598,0.7
3045,3847,2.5
3046,1006,8.9
3046,2997,4
3046,1418,9.8
3046,6510,4.5
3047,9078,3.1
3047,2079,10
3047,5540,4.5
3047,4956,1.2
3048,1526,2.5
3048,9484,1.2
3048,4510,5.9
3048,2549,3.3
3049,6307,3.4
3049,7114,1
3049,2759,7.5
3049,2034,8.8
3050,2920,1.6
3050,2939,0.3
3050,8772,1.5
3050,190,8.4
3051,6272,0.7
3051,3973,6.9
3051,7497,4.1
3051,2346,4.1
3052,4876,0.7
3052,5714,6.1
3052,8788,0.1
3052,762,2.7
3053,5683,2.5
3053,7776,5.3
3053,4163,4.5
3053,725,7.4
3054,2156,3.4
3054,7682,1
3054,6201,6.4
3054,1593,7.2
3055,70,1.9
3055,4061,5.5
3055,733,6
3055,8757,1
3056,2081,7.6
3056,4797,2.9
3056,9962,4.4
3056,3501,5.9
3057,643,7.7
3057,3949,5.3
3057,7312,7
3057,9321,0.7
3058,8004,6
3058,9794,8.5
3058,3202,8.6
3058,4886,0.1
3059,5618,9.3
3059,2705,9.9
3059,1926,5.7
3059,244,0.5
3060,9565,8.1
3060,4149,9.7
3060,7320,5.1
3060,6902,0.3
3061,9852,8.7
3061,2762,2.3
3061,6759,1
3061,533,0.7
3062,9558,3.8
3062,1540,6.5
3062,8854,9.6
3062,9246,3.1
3063,5098,7.3
3063,2729,8.6
3063,109,6.5
3063,3407,8.4
3064,8024,9.3
3064,5346,9.3
3064,5270,2.3
3064,1486,0.1
3065,709,7.9
3065,8270,5.6
3065,3248,6.4
3065,3154,3
3066,9115,0.3
3066,6575,10
3066,7359,1.9
3066,9927,1.8
3067,6663,2.6
3067,3883,8.7
3067,1129,1.9
3067,3695,6.6
3068,9657,4.1
3068,6893,6.2
3068,571,3.9
3068,7244,2.8
3069,4888,6.8
3069,3153,6.3
3069,7106,4
3069,3751,9.2
3070,3243,7.6
3070,1020,5.9
3070,803,5.1
3070,2732,8.6
3071,7201,4.5
3071,2849,4.9
3071,2564,3.2
3071,4331,3.4
3072,9866,1.3
3072,9757,9.4
3072,5104,4.8
3072,3016,8.7
3073,27,9.1
3073,5324,3.5
3073,1015,8.8
3073,9436,8.1
3074,4478,0.8
3074,2385,2.7
3074,3627,9.5
3074,2306,9.2
3075,2335,8.2
3075,8771,7.8
3075,7732,5.6
3075,9083,4.2
3076,1089,8.4
3076,3530,9.9
3076,5869,0.9
3076,3723,2
3077,9735,1.1
3077,9622,8.2
3077,5541,6.1
3077,6169,8.2
3078,6859,0.4
3078,6184,0.2
3078,8159,3.1
3078,2771,2.2
3079,1963,0.8
3079,6647,8.5
3079,8915,8.2
3079,7799,0.5
3080,8967,5.4
3080,5805,6.7
3080,7754,1.9
3080,9291,6.2
3081,1892,1.3
3081,2279,2.7
3081,3605,5.7
3081,4919,7.3
3082,3164,5.9
3082,1017,3.4
3082,3543,1.2
3082,2630,2.9
3083,4715,2.3
3083,6711,7
3083,5207,1
3083,872,0.7
3084,3412,8.4
3084,2797,7.2
3084,5231,8.5
3084,195,1.7
3085,5882,4
3085,1992,4.2
3085,6015,4.8
3085,5501,3.9
3086,7671,2.6
3086,714,8.5
3086,2347,6.2
3086,2627,3.4
3087,5192,4.8
3087,6122,8
3087,6360,4.9
3087,2005,2.8
3088,303,5.4
3088,3186,10
3088,659,8.8
3088,1288,5.3
3089,9824,9.3
3089,4384,1.5
3089,8699,4.2
3089,2739,2.9
3090,629,8.5
3090,8805,3.7
3090,3954,4.8
3090,7891,1.9
3091,9498,6.3
3091,6201,4.5
3091,1712,7.9
3091,2679,4.8
3092,9794,0.3
3092,7045,2.5
3092,8752,8
3092,4132,7
3093,5040,3.1
3093,9239,1.8
3093,4400,9
3093,306,8.5
3094,9326,0.3
3094,209,1.7
3094,3941,4.7
3094,3021,3.8
3095,2473,7.1
3095,731,7.6
3095,2949,5.5
3095,453,4.7
3096,8003,9.6
3096,4140,6.6
3096,2108,5.6
3096,4670,0.4
3097,9888,6.7
3097,6037,0.3
3097,2056,2
3097,2417,5.7
3098,1481,3.7
3098,6775,3.7
3098,9164,7.1
3098,1465,3.8
3099,3229,6.5
3099,2120,3.4
3099,7953,7.4
3099,6199,3.7
3100,2555,5.3
3100,6706,2.3
3100,2912,8.5
3100,6623,5.1
3101,1465,0.9
3101,1187,3.8
3101,4649,2.9
3101,1064,2
3102,9088,7
3102,2814,2.1
3102,9903,7.5
3102,9984,3.4
3103,6845,9.6
3103,5240,6.1
3103,5882,0.3
3103,1333,9.4
3104,9810,8.5
3104,8364,4.8
3104,4003,4.2
3104,1485,4.4
3105,67,5.2
3105,8024,0.7
3105,5820,9.3
3105,1552,8.6
3106,5641,1.1
3106,6798,8.1
3106,8790,2.3
3106,3113,0.8
3107,4370,4.1
3107,4660,8.2
3107,2088,5.5
3107,7816,6.3
3108,4863,9.2
3108,9668,4.1
3108,575,7.6
3108,9602,4.5
3109,8565,4.9
3109,4045,1
3109,7097,2.3
3109,800,9.4
3110,3373,8.7
3110,4127,7.3
3110,808,5.2
3110,1468,7.1
3111,6660,6.4
3111,9107,7.3
3111,3205,4.6
3111,919,5
3112,4316,0.3
3112,865,8.6
3112,7402,7.8
3112,1862,8.3
3113,4729,7.9
3113,9208,6.4
3113,4055,0.8
3113,5200,5.4
3114,484,5.5
3114,7130,3.7
3114,8831,3.8
3114,673,3.5
3115,5003,2
3115,1469,9.1
3115,7592,3.5
3115,1994,9.6
3116,6271,6.6
3116,9132,1.1
3116,5454,1.3
3116,6927,8.7
3117,8901,1.1
3117,4867,3.1
3117,8464,1.1
3117,9992,4.1
3118,6678,5.8
3118,5062,2.9
3118,849,10
3118,737,1.2
3119,2191,2.5
3119,7099,3.8
3119,2120,5.4
3119,7402,4.2
3120,2033,8.8
3120,5803,3.2
3120,6977,8.4
3120,2311,8.3
3121,9090,6.8
3121,7606,2.4
3121,6138,3.3
3121,961,9.1
3122,5930,3.3
3122,9644,2.1
3122,7207,9.5
3122,6675,7.8
3123,5287,1.6
3123,5508,7.1
3123,7086,7.6
3123,2350,5.8
3124,2714,3.4
3124,4681,7.7
3124,411,7.2
3124,3302,6.5
3125,3112,6.7
3125,5399,0.8
3125,9086,8.6
3125,4434,4.4
3126,5418,0.8
3126,8451,3.3
3126,3368,9
3126,1280,4.1
3127,7324,5.3
3127,5904,5.9
3127,7906,8.1
3127,7054,1.8
3128,4322,5.9
3128,3723,9
3128,1014,2.9
3128,1266,5.5
3129,1982,8.4
3129,384,5.7
3129,3364,1.7
3129,5588,0.4
3130,3820,3
3130,9827,3.4
3130,9918,5.8
3130,6191,0.9
3131,71,2.3
3131,1656,8.9
3131,2348,8.8
3131,3347,8.9
3132,976,0.8
3132,5051,6.8
3132,4696,1.4
3132,2581,7.9
3133,990,4.6
3133,9929,0.1
3133,5683,8.6
3133,4605,4
3134,4089,7.6
3134,7972,7.4
3134,9791,7.9
3134,6360,2.2
3135,6797,3.5
3135,5827,6
3135,531,6.2
3135,5300,7.4
3136,8926,8.5
3136,6016,1.7
3136,6955,2.8
3136,2471,6
3137,1390,0.9
3137,2792,1.5
3137,7877,9
3137,7752,8.6
3138,5144,4.1
3138,2319,2.2
3138,6580,0.8
3138,1747,5.2
3139,9513,5.7
3139,8409,9
3139,465,0.3
3139,5833,7.5
3140,6994,8.1
3140,2594,6.3
3140,8405,4.6
3140,9470,8.5
3141,8711,8.6
3141,199,2.3
3141,1360,3.7
3141,9066,4.3
3142,1875,1.8
3142,3691,9.5
3142,3461,0.5
3142,3929,7.2
3143,4498,4.4
3143,787,4.6
3143,5276,8.6
3143,1179,9.1
3144,4437,1.7
3144,3226,8
3144,7551,1.7
3144,4356,0.8
3145,1681,1.3
3145,1997,3.2
3145,8205,3.8
3145,1437,1.2
3146,3440,8.2
3146,5376,2.4
3146,1498,0.7
3146,6721,1.6
3147,8463,4.4
3147,2344,0.7
3147,3213,9.5
3147,9809,2.2
3148,318,3.2
3148,511,5.8
3148,8016,9.7
3148,2288,8.4
3149,3300,5
3149,499,3.2
3149,68,4.6
3149,2760,5.5
3150,504,0.6
3150,2055,2
3150,1339,9
3150,19,2.2
3151,7929,3
3151,1088,0.7
3151,2108,8.7
3151,4579,3.2
3152,1367,9
3152,9513,6.7
3152,3010,8.1
3152,667,2.9
3153,5303,7.9
3153,480,9.4
3153,9261,2.4
3153,9779,7.3
3154,2467,1.8
3154,871,1.7
3154,1519,3.7
3154,2568,8.8
3155,2616,9.8
3155,1955,2.1
3155,448,9.4
3155,6121,1.7
3156,6886,8.5
3156,3921,9.7
3156,6395,4.1
3156,8508,6.3
3157,8164,4.3
3157,2572,3.8
3157,4911,0.5
3157,7015,9.5
3158,9161,3.3
3158,360,5.8
3158,1231,0.5
3158,5351,5.2
3159,980,6.7
3159,7882,8.1
3159,6307,8.7
3159,76,0.9
3160,1077,2.7
3160,2653,8.3
3160,1620,5.4
3160,9835,6.6
3161,3857,4
3161,2639,6.8
3161,6803,3.3
3161,2299,4.8
3162,5762,9.5
3162,4290,7
3162,947,6.2
3162,5432,4.4
3163,5748,8.2
3163,2124,6.3
3163,8411,7.9
3163,9235,10
3164,3482,2
3164,6024,7.7
3164,7253,7.2
3164,1984,9.1
3165,3095,5.8
3165,3474,6.8
3165,9842,8.7
3165,4007,9.5
3166,2341,3.8
3166,7822,3.1
3166,7331,7.5
3166,5956,3
3167,1154,1
3167,1474,6
3167,5073,2.1
3167,327,1.8
3168,1310,2.5
3168,6807,4.7
3168,2518,8.6
3168,5604,1.6
3169,5326,1.1
3169,9260,0.6
3169,8514,2.8
3169,9363,9.4
3170,1548,4.7
3170,3043,3.2
3170,6631,6
3170,2306,4.1
3171,1860,0.8
3171,8579,4.6
3171,2493,1
3171,9998,9.2
3172,8808,3
3172,9172,0.9
3172,6223,6.5
3172,4654,5.4
3173,1501,3.6
3173,9414,6.7
3173,5195,5.1
3173,7832,4
3174,6461,4.1
3174,1738,4.9
3174,2982,7
3174,4250,0.5
3175,9571,2.8
3175,8551,1.4
3175,9222,4.6
3175,4370,7.6
3176,3426,7.4
3176,9750,6.3
3176,2295,4.8
3176,3638,8.5
3177,1310,9.5
3177,1974,4.5
3177,151,9.3
3177,494,2.1
3178,1664,2.2
3178,9850,3.8
3178,106,9.7
3178,6564,5
3179,1959,4.1
3179,3430,6.8
3179,8934,6.8
3179,8411,6.3
3180,6882,2.5
3180,9334,5.7
3180,9783,4.8
3180,373,2.2
3181,5943,0.4
3181,215,2.5
3181,460,0.1
3181,667,9.7
3182,6015,1.8
3182,5787,7.1
3182,2377,1.2
3182,4569,4
3183,3735,4.3
3183,9417,3.3
3183,419,6.1
3183,7631,4.2
3184,2401,4.1
3184,5642,1.9
3184,87,8.9
3184,3218,7.1
3185,9793,0.7
3185,1566,3.6
3185,3860,2.8
3185,6057,8.8
3186,4337,5
3186,9349,6.9
3186,6524,2
3186,2432,3.1
3187,45,2.3
3187,2407,1.1
3187,7590,1.2
3187,5320,3.5
3188,9175,6.7
3188,8860,9.7
3188,8031,3
3188,3845,4.6
3189,4292,0.3
3189,4853,8.8
3189,3205,9.7
3189,6607,5
3190,7421,2.6
3190,33,7
3190,8858,7.2
3190,2098,5.1
3191,303,2.5
3191,2456,5.6
3191,2247,5.3
3191,3614,3.2
3192,2364,7.8
3192,5028,2
3192,9719,4.4
3192,4471,8.6
3193,9608,4.8
3193,6899,7.9
3193,3703,1.3
3193,8342,0.3
3194,5868,1.3
3194,9798,5.9
3194,9117,2.5
3194,3286,5.6
3195,9894,5.2
3195,4853,3.8
3195,238,2.2
3195,5191,1.6
3196,9703,10
3196,953,9.4
3196,7446,3.8
3196,6159,9.8
3197,9108,9.1
3197,3152,8.3
3197,2916,4.8
3197,596,6.7
3198,7942,3.6
3198,3692,0.5
3198,3851,4.3
3198,100,7
3199,1242,9.7
3199,3509,0.7
3199,6371,2.9
3199,3277,7.4
3200,1057,5.3
3200,2067,1.6
3200,325,9.6
3200,2213,5.6
3201,5969,3.6
3201,8756,9.4
3201,9058,1.7
3201,7715,5.8
3202,1715,4.2
3202,300,9
3202,269,6.1
3202,8884,8.1
3203,9971,7.6
3203,4800,3
3203,6733,5.8
3203,1640,2.4
3204,4403,8.2
3204,730,2.7
3204,892,1.2
3204,2018,6.3
3205,3799,1
3205,8552,1.9
3205,9931,0.9
3205,8427,6.5
3206,1226,0.4
3206,4061,1.6
3206,699,5.9
3206,9295,1.4
3207,3208,9.6
3207,6495,9.1
3207,3605,3.8
3207,2894,4.9
3208,2611,5.5
3208,1767,8.1
3208,5731,1.6
3208,1037,5.9
3209,3246,0.2
3209,8772,8.2
3209,1221,1.9
3209,3698,9.8
3210,9253,8.5
3210,1879,2.9
3210,4285,2.2
3210,7068,8.3
3211,9587,2.1
3211,8824,8.5
3211,6083,0.1
3211,1897,6.5
3212,2825,2.7
3212,4161,8.8
3212,2082,4.8
3212,5278,4.4
3213,8158,1.9
3213,878,2.3
3213,969,2
3213,578,1
3214,4538,0.6
3214,7587,9.5
3214,3595,1
3214,8483,4.5
3215,3706,0.8
3215,6182,6.2
3215,1151,8.6
3215,5120,2
3216,6463,8.3
3216,1056,3.5
3216,5072,5.3
3216,8525,2.2
3217,6655,9.8
3217,7728,3
3217,2334,5.5
3217,6659,1.4
3218,5634,4.3
3218,9176,9.3
3218,780,9
3218,365,1.7
3219,4438,6.9
3219,2654,1.7
3219,8144,0.9
3219,6812,9.4
3220,907,9.4
3220,828,2.5
3220,9415,8.7
3220,643,9.3
3221,5592,2.6
3221,9105,3.9
3221,3598,4.1
3221,2843,8.9
3222,4293,6.3
3222,1566,5
3222,3113,0.3
3222,81,8.1
3223,6622,3.9
3223,2026,6.2
3223,7056,6
3223,1763,9.9
3224,2279,2.5
3224,7710,8
3224,2173,7.7
3224,2039,2.5
3225,562,5.6
3225,7258,7
3225,8159,3.8
3225,3348,1.4
3226,8234,2.6
3226,2142,1.2
3226,5754,9.7
3226,3847,5.5
3227,3836,1.5
3227,3937,5.7
3227,1925,6.4
3227,848,1.5
3228,8201,2.7
3228,6702,6.7
3228,3835,2.3
3228,9202,1.4
3229,3125,2.4
3229,3057,5.9
3229,7306,4.5
3229,5702,6.7
3230,4987,8.1
3230,2447,0.6
3230,3447,2.7
3230,5656,5.4
3231,3926,4.4
3231,8796,4.7
3231,5752,6
3231,5480,1.8
3232,5033,8.1
3232,5890,3.8
3232,1704,0.3
3232,3626,6
3233,4649,6.1
3233,2609,2.2
3233,9143,0.2
3233,2439,9.1
3234,2510,3.6
3234,953,4
3234,4360,2.1
3234,2811,5.8
3235,3478,7.1
3235,5633,5.4
3235,49,2.6
3235,7621,8.5
3236,7873,8.7
3236,4132,9.3
3236,974,9.9
3236,5657,5.9
3237,9701,8.8
3237,8943,2.7
3237,2430,9.1
3237,4945,6.1
3238,268,1.9
3238,3060,3.8
3238,708,8.4
3238,392,7.8
3239,5042,6
3239,3178,8.7
3239,8056,1
3239,5310,9
3240,3320,0.4
3240,6139,8
3240,9187,3.5
3240,3415,4
3241,8819,8
3241,3717,5.4
3241,8279,2.9
3241,5147,8.7
3242,4765,5.2
3242,1097,4
3242,2597,6
3242,2327,2.8
3243,2674,3.4
3243,9855,7
3243,1524,0.5
3243,4363,0.6
3244,9477,1.7
3244,9088,3.1
3244,1777,4
3244,1099,9.7
3245,6809,7.4
3245,3818,0.4
3245,2921,8.3
3245,8286,0.8
3246,168,1.4
3246,4319,7
3246,3553,10
3246,3089,1.9
3247,4704,7.3
3247,8246,0.8
3247,8398,1.1
3247,3909,1
3248,417,6.5
3248,7081,5.8
3248,2062,2.1
3248,3453,9.2
3249,2752,2.9
3249,3062,8.7
3249,477,1.9
3249,145,9.6
3250,3223,0.7
3250,1679,6.4
3250,8385,6.1
3250,4925,5.9
3251,9890,8.3
3251,5097,8.7
3251,3439,9.9
3251,1923,3.6
3252,8948,4.5
3252,3920,9.3
3252,4642,2.3
3252,2997,8.3
3253,6160,9.4
3253,6658,3.3
3253,4651,8.1
3253,7052,2.3
3254,1104,9.2
3254,6287,4.3
3254,5324,7.8
3254,8932,2.4
3255,4034,8.9
3255,2384,1.3
3255,4828,5
3255,5853,5.8
3256,2149,8
3256,2029,4.5
3256,5847,6.6
3256,3868,2.8
3257,817,0.9
3257,5045,5.2
3257,4267,5.4
3257,1415,9.3
3258,9724,1.6
3258,3722,7.7
3258,4956,8.8
3258,1213,9.1
3259,1670,1.4
3259,705,6.8
3259,336,5.1
3259,4764,7.9
3260,5838,1.5
3260,1831,0.8
3260,3283,0.9
3260,2440,1.8
3261,2010,3.7
3261,55,7.4
3261,8805,2.6
3261,3419,7.5
3262,4803,5.5
3262,8181,1.5
3262,2983,0.7
3262,6720,6.2
3263,3303,6.3
3263,8662,5.8
3263,7314,3.1
3263,8263,9.8
3264,1797,5.4
3264,5142,6
3264,7984,5.3
3264,6708,4
3265,8228,3.4
3265,449,3.8
3265,7328,3.2
3265,2095,0.3
3266,9725,4.3
3266,9098,6.2
3266,7462,2.2
3266,8181,7.8
3267,3708,3.9
3267,7943,3
3267,6537,5.7
3267,9270,2.1
3268,3316,8.8
3268,706,5.5
3268,564,0.5
3268,6901,2
3269,7768,1.4
3269,4682,0.3
3269,1253,0.8
3269,1484,4.6
3270,7682,9.7
3270,7296,9.6
3270,4337,9.3
3270,1637,1.1
3271,3631,3.2
3271,8234,5.1
3271,1134,0.6
3271,5713,1.1
3272,5184,6.9
3272,1428,3.9
3272,9528,8.2
3272,2101,7.7
3273,9355,4.2
3273,8138,4.3
3273,2653,3.6
3273,1704,6.9
3274,5065,6.8
3274,3295,1.9
3274,1904,5.7
3274,6439,9.8
3275,8086,2.2
3275,3385,3.5
3275,6585,6.2
3275,7137,3.6
3276,932,0.6
3276,8211,3
3276,2963,7.2
3276,1931,9.5
3277,5992,4.9
3277,3129,8.1
3277,3181,0.1
3277,3421,3.8
3278,9771,9
3278,7312,4.1
3278,6347,5.8
3278,5251,0.5
3279,5290,8.2
3279,4171,1.3
3279,3490,8
3279,861,9.2
3280,5591,3.1
3280,583,7
3280,9615,0.6
3280,9328,6.2
3281,6646,8.1
3281,8896,8.9
3281,5152,6.6
3281,3379,8.3
3282,8432,9.1
3282,953,6.4
3282,6201,1.1
3282,5746,3.8
3283,7731,0.8
3283,8297,6.5
3283,337,9.3
3283,1982,4.3
3284,7392,9.9
3284,2232,4.6
3284,578,5.2
3284,7771,9.4
3285,7324,8.2
3285,1606,1.9
3285,461,9.7
3285,3328,3.4
3286,1952,5.6
3286,1061,9.5
3286,2355,7.3
3286,9979,2.7
3287,9401,8.7
3287,394,5.1
3287,2429,7.2
3287,9979,5.3
3288,8840,2.3
3288,4847,2.5
3288,2069,9.1
3288,4052,7.5
3289,4467,1.7
3289,7124,0.7
3289,6123,7
3289,1102,2.1
3290,1667,6.1
3290,329,3
3290,817,1.2
3290,9478,0.6
3291,4724,2.8
3291,2022,8.3
3291,1263,3
3291,3804,5
3292,6711,4.3
3292,5972,2.9
3292,2656,0.7
3292,5507,2.1
3293,1555,4.2
3293,2705,4.1
3293,7043,0.2
3293,613,0.2
3294,1488,3.7
3294,2223,1.3
3294,1019,6.3
3294,4620,0.6
3295,699,6.6
3295,4437,5.3
3295,5151,1.8
3295,1257,9.4
3296,8213,5
3296,1149,5.7
3296,6027,2.3
3296,2785,4.4
3297,804,3.6
3297,8069,5.3
3297,7709,4.9
3297,3547,0.7
3298,2992,4.1
3298,3294,6.8
3298,6441,0.6
3298,9092,5.8
3299,4759,2.6
3299,3056,3.8
3299,293,3.3
3299,7915,7.8
3300,4826,6.4
3300,1780,9.3
3300,6526,7.6
3300,9845,6.1
3301,4862,3.5
3301,9864,6
3301,3265,4.2
3301,2138,9.5
3302,4795,2
3302,863,0.3
3302,8450,3
3302,7126,9.2
3303,5840,2.4
3303,2990,6
3303,2473,0.6
3303,969,9.2
3304,9533,6.2
3304,7264,6.9
3304,8080,3.7
3304,1191,1.4
3305,1720,6.9
3305,8899,6
3305,8438,1.8
3305,4697,5.4
3306,1481,7.9
3306,8105,1
3306,6304,2.7
3306,3498,0.3
3307,7150,6.7
3307,3511,6
3307,5362,1.4
3307,7083,2.9
3308,4056,0.8
3308,8394,3.3
3308,4202,5.5
3308,1872,4.8
3309,4267,8.8
3309,2909,3.4
3309,5846,5.6
3309,81,7.6
3310,1906,4.6
3310,660,2.5
3310,8841,6.4
3310,6297,1.9
3311,2329,1.6
3311,3588,2.7
3311,3290,7.3
3311,1770,7.8
3312,6081,6.1
3312,120,4.9
3312,4596,1.8
3312,3015,4.4
3313,7967,10
3313,2094,7.9
3313,3223,4.1
3313,7689,8.5
3314,5357,0.8
3314,3864,0.4
3314,5558,1.8
3314,4155,6.4
3315,4824,9.4
3315,9116,3.1
3315,7399,7
3315,6621,9.3
3316,4801,0.2
3316,2628,3
3316,5782,5.3
3316,6292,4.1
3317,5948,0.6
3317,815,4.1
3317,7890,6.9
3317,3001,3.3
3318,932,0.5
3318,7214,5.1
3318,2766,0.4
3318,4550,6.6
3319,1284,4.5
3319,152,2.6
3319,3954,7
3319,8236,3.2
3320,3679,3.5
3320,4726,3.4
3320,2168,6.5
3320,6688,4.6
3321,8378,2.9
3321,4823,1.4
3321,7823,7.1
3321,2041,0.8
3322,925,7.5
3322,1597,8.7
3322,203,7.9
3322,9972,1.3
3323,2629,3.9
3323,1982,1.4
3323,7106,4.4
3323,9296,1
3324,2149,2.2
3324,453,4.2
3324,7745,2.9
3324,6962,3.7
3325,4160,1.8
3325,638,4
3325,3350,8.7
3325,1378,3
3326,1905,7.1
3326,8669,4.2
3326,4419,0.7
3326,3452,6.6
3327,211,3.4
3327,5752,1.3
3327,6129,6.9
3327,256,8.2
3328,5609,5
3328,8009,7.9
3328,9930,2.9
3328,8722,1.7
3329,936,0.9
3329,5101,8.1
3329,7150,0.2
3329,891,5.1
3330,6407,4.4
3330,3175,3.7
3330,5391,2.3
3330,2406,4.3
3331,726,4.6
3331,7837,5.8
3331,9877,6.4
3331,3188,6.6
3332,6500,9.7
3332,6986,5.1
3332,2955,5.9
3332,8585,5.7
3333,7848,9.7
3333,8587,7.6
3333,2560,0.4
3333,1004,8.8
3334,8473,3.1
3334,7858,0.5
3334,7143,0.7
3334,955,0.1
3335,5766,8.4
3335,1542,2.8
3335,632,2.2
3335,9637,4.5
3336,462,2.8
3336,4977,5.2
3336,8940,8.1
3336,2014,6.3
3337,7241,0.3
3337,7328,1.7
3337,2500,8.8
3337,8222,5.5
3338,3645,3.1
3338,6854,2.5
3338,7123,1.2
3338,4834,9.3
3339,1194,7.9
3339,1562,2.5
3339,4720,1.1
3339,5530,6.7
3340,7407,0.2
3340,8196,5.2
3340,5125,0.3
3340,2249,3.8
3341,1266,7
3341,7253,0.7
3341,5010,9.1
3341,9592,3.8
3342,669,6.2
3342,1228,9.6
3342,2363,9.8
3342,323,3.7
3343,9915,5.3
3343,7825,6
3343,1893,3.4
3343,9035,4.8
3344,5983,3.6
3344,2558,4.1
3344,3869,7
3344,5842,5
3345,5277,3.1
3345,3984,0.4
3345,3250,2.5
3345,9938,4.7
3346,5327,10
3346,1739,3.2
3346,550,9.6
3346,4247,1.8
3347,2497,8.3
3347,8884,9.7
3347,1489,7.6
3347,7168,10
3348,805,3.3
3348,3668,9
3348,9886,3.8
3348,2658,9.9
3349,3360,7.8
3349,76,1.1
3349,8267,4.1
3349,5701,3.2
3350,2139,8.2
3350,8843,6
3350,6189,1.5
3350,9509,2.1
3351,9316,7.5
3351,8521,4.8
3351,7962,2.4
3351,7490,7.1
3352,3530,2.6
3352,8528,5.1
3352,3006,9.8
3352,5872,5.3
3353,1108,5.8
3353,5006,4.8
3353,695,3.1
3353,5560,3.5
3354,6059,6.8
3354,1621,2.3
3354,1672,7.1
3354,6789,6.1
3355,1179,8.9
3355,1914,7.3
3355,6426,7.5
3355,5336,3.7
3356,6246,6.6
3356,9369,2.7
3356,950,5.4
3356,3669,4.4
3357,8385,1.1
3357,2416,8.4
3357,1820,6
3357,4275,7
3358,7381,6.9
3358,1616,5.1
3358,7279,8.2
3358,80,5.3
3359,8704,0.9
3359,1167,4.8
3359,8807,9.6
3359,7659,7.8
3360,849,6.6
3360,7048,6.8
3360,1022,1.6
3360,5848,6.9
3361,8255,3.4
3361,5641,3.3
3361,9747,3.6
3361,2687,1.2
3362,1299,3
3362,68,8.3
3362,5642,8.3
3362,6685,1.1
3363,2937,0.9
3363,3615,3.4
3363,4922,3.2
3363,3649,3.5
3364,9667,3
3364,7652,0.9
3364,1181,9.8
3364,9985,9
3365,5286,4.7
3365,4945,6.4
3365,3236,0.6
3365,9411,3.7
3366,43,7.8
3366,5145,7.9
3366,1744,7.2
3366,4452,8.2
3367,1967,5.6
3367,5218,0.1
3367,9706,3.5
3367,1348,8.2
3368,9299,1.3
3368,8661,3
3368,6204,9.2
3368,1432,7.2
3369,2781,9.3
3369,7521,2.5
3369,3398,5.9
3369,6375,5.2
3370,118,0.2
3370,3640,1.1
3370,8459,3
3370,4542,4.2
3371,9850,7.2
3371,1632,7.4
3371,3217,9.6
3371,6572,2.8
3372,7851,9.9
3372,4483,3.1
3372,7060,2.7
3372,9926,7.6
3373,8317,0.9
3373,256,8.1
3373,2003,5.4
3373,3284,9.9
3374,2923,8.2
3374,344,0.3
3374,3777,7.2
3374,1425,3.9
3375,9377,3.8
3375,8210,2.6
3375,7861,7.9
3375,1215,4.6
3376,9393,9.8
3376,1991,2.5
3376,5995,4.2
3376,4674,6
3377,2670,8.6
3377,1430,7.8
3377,2097,9.6
3377,1456,1.7
3378,7972,1.7
3378,1442,9.2
3378,5275,9.1
3378,120,4.5
3379,4846,5.7
3379,1695,1.1
3379,3935,2.5
3379,4951,7.4
3380,6734,0.3
3380,2216,0.6
3380,1449,5
3380,964,8.6
3381,3656,7.3
3381,1788,4.6
3381,5689,6
3381,9990,4.2
3382,6903,3.5
3382,44,9.6
3382,1184,8.6
3382,8952,7.2
3383,2055,2.5
3383,1295,9.9
3383,4087,1.4
3383,6300,1.8
3384,6953,4.1
3384,351,8.7
3384,5912,7.1
3384,2933,7.6
3385,2291,4.6
3385,9001,2.7
3385,1603,3.1
3385,2987,1.5
3386,6701,5.3
3386,8960,8.8
3386,2090,9.8
3386,6795,9.2
3387,5,2.8
3387,3147,4
3387,3317,3.3
3387,8788,4.5
3388,5868,5.4
3388,4050,9.6
3388,8063,9.6
3388,6956,5.6
3389,1094,10
3389,4901,8.3
3389,3782,3.3
3389,8937,3.4
3390,2014,4.7
3390,5158,1.7
