node_id,latitude,longitude
2574,29.655,77.815
2575,29.174,77.582
2576,29.139,77.082
2577,29.024,77.9
2578,29.575,77.337
2579,29.376,77.3
2580,29.424,77.864
2581,29.537,77.695
2582,29.525,77.629
2583,29.851,77.788
2584,29.794,77.744
2585,29.706,77.075
2586,29.071,77.49
2587,29.884,77.819
2588,29.979,77.195
2589,29.158,77.807
2590,29.845,77.374
2591,29.438,77.156
2592,29.82,77.432
2593,29.766,77.222
2594,29.957,77.553
2595,29.271,77.955
2596,29.389,77.625
2597,29.029,77.128
2598,29.039,77.527
2599,29.394,77.49
2600,29.648,77.054
2601,29.517,77.192
2602,29.53,77.618
2603,29.148,77.056
2604,29.99,77.282
2605,29.743,77.439
2606,29.301,77.493
2607,29.927,77.269
2608,29.393,77.033
2609,29.431,77.592
2610,29.135,77.026
2611,29.842,77.08
2612,29.616,77.961
2613,29.717,77.907
2614,29.92,77.245
2615,29.166,77.121
2616,29.782,77.782
2617,29.006,77.491
2618,29.87,77.615
2619,29.195,77.143
2620,29.763,77.771
2621,29.592,77.935
2622,29.217,77.412
2623,29.881,77.467
2624,29.721,77.952
2625,29.322,77.828
2626,29.23,77.429
2627,29.424,77.699
2628,29.153,77.151
2629,29.794,77.041
2630,29.264,77.383
2631,29.72,77.144
2632,29.388,77.077
2633,29.213,77.202
2634,29.658,77.202
2635,29.753,77.249
2636,29.058,77.575
2637,29.09,77.638
2638,29.823,77.395
2639,29.701,77.205
2640,29.558,77.123
2641,29.287,77.041
2642,29.026,77.53
2643,29.209,77.82
2644,29.935,77.043
2645,29.531,77.674
2646,29.902,77.1
2647,29.071,77.775
2648,29.009,77.43
2649,29.794,77.622
2650,29.736,77.89
2651,29.015,77.452
2652,29.754,77.782
2653,29.933,77.188
2654,29.855,77.96
2655,29.945,77.923
2656,29.542,77.659
2657,29.487,77.943
2658,29.347,77.584
2659,29.389,77.668
2660,29.788,77.198
2661,29.28,77.479
2662,29.707,77.813
2663,29.86,77.447
2664,29.846,77.271
2665,29.182,77.344
2666,29.142,77.448
2667,29.636,77.353
2668,29.549,77.888
2669,29.823,77.825
2670,29.251,77.19
2671,29.639,77.046
2672,29.362,77.775
2673,29.624,77.078
2674,29.985,77.103
2675,29.781,77.377
2676,29.35,77.048
2677,29.17,77.494
2678,29.216,77.729
2679,29.726,77.038
2680,29.915,77.672
2681,29.352,77.862
2682,29.421,77.667
2683,29.128,77.465
2684,29.329,77.259
2685,29.082,77.389
2686,29.986,77.419
2687,29.735,77.14
2688,29.666,77.632
2689,29.485,77.822
2690,29.003,77.161
2691,29.896,77.141
2692,29.15,77.432
2693,29.872,77.361
2694,29.77,77.313
2695,29.165,77.645
2696,29.12,77.81
2697,29.128,77.97
2698,29.621,77.596
2699,29.004,77.514
2700,29.799,77.21
2701,29.269,77.552
2702,29.235,77.471
2703,29.344,77.83
2704,29.382,77.261
2705,29.395,77.151
2706,29.666,77.083
2707,29.71,77.758
2708,29.372,77.295
2709,29.906,77.014
2710,29.452,77.284
2711,29.905,77.812
2712,29.021,77.341
2713,29.575,77.29
2714,29.525,77.611
2715,29.167,77.982
2716,29.783,77.387
2717,29.793,77.05
2718,29.679,77.268
2719,29.274,77.884
2720,29.629,77.335
2721,29.46,77.105
2722,29.511,77.992
2723,29.824,77.55
2724,29.016,77.06
2725,29.801,77.759
2726,29.309,77.923
2727,29.067,77.3
2728,29.225,77.256
2729,29.14,77.048
2730,29.655,77.807
2731,29.449,77.491
2732,29.76,77.382
2733,29.836,77.219
2734,29.27,77.679
2735,29.725,77.519
2736,29.809,77.701
2737,29.631,77.324
2738,29.807,77.725
2739,29.301,77.283
2740,29.969,77.488
2741,29.164,77.963
2742,29.124,77.534
2743,29.77,77.851
2744,29.997,77.724
2745,29.511,77.067
2746,29.265,77.84
2747,29.379,77.955
2748,29.028,77.661
2749,29.432,77.227
2750,29.16,77.139
2751,29.666,77.237
2752,29.048,77.848
2753,29.404,77.048
2754,29.565,77.221
2755,29.133,77.175
2756,29.241,77.514
2757,29.147,77.362
2758,29.954,77.676
2759,29.454,77.658
2760,29.721,77.784
2761,29.688,77.466
2762,29.116,77.856
2763,29.18,77.429
2764,29.537,77.629
2765,29.389,77.843
2766,29.004,77.101
2767,29.384,77.92
2768,29.987,77.136
2769,29.052,77.582
2770,29.528,77.366
2771,29.472,77.193
2772,29.958,77.179
2773,29.983,77.987
2774,29.823,77.397
2775,29.096,77.594
2776,29.901,77.653
2777,29.52,77.503
2778,29.472,77.02
2779,29.932,77.953
2780,29.824,77.033
2781,29.057,77.665
2782,29.732,77.28
2783,29.167,77.966
2784,29.69,77.868
2785,29.926,77.828
2786,29.479,77.144
2787,29.703,77.449
2788,29.833,77.003
2789,29.91,77.24
2790,29.027,77.61
2791,29.527,77.282
2792,29.393,77.187
2793,29.863,77.961
2794,29.565,77.599
2795,29.251,77.318
2796,29.081,77.558
2797,29.103,77.358
2798,29.238,77.178
2799,29.464,77.457
2800,29.572,77.221
2801,29.922,77.756
2802,29.867,77.26
2803,29.298,77.343
2804,29.234,77.841
2805,29.019,77.352
2806,29.062,77.411
2807,29.811,77.793
2808,29.405,77.881
2809,29.651,77.76
2810,29.898,77.271
2811,29.842,77.694
2812,29.084,77.535
2813,29.5,77.955
2814,29.155,77.323
2815,29.65,77.688
2816,29.939,77.01
2817,29.017,77.932
2818,29.948,77.21
2819,29.495,77.419
2820,29.648,77.189
2821,29.171,77.851
2822,29.695,77.223
2823,29.637,77.649
2824,29.8,77.407
2825,29.134,77.884
2826,29.177,77.812
2827,29.641,77.304
2828,29.496,77.162
2829,29.537,77.551
2830,29.851,77.732
2831,29.565,77.938
2832,29.445,77.228
2833,29.194,77.526
2834,29.178,77.745
2835,29.928,77.205
2836,29.149,77.257
2837,29.312,77.401
2838,29.199,77.727
2839,29.692,77.353
2840,29.795,77.542
2841,29.567,77.149
2842,29.376,77.255
2843,29.742,77.748
2844,29.103,77.815
2845,29.047,77.073
2846,29.965,77.749
2847,29.137,77.169
2848,29.331,77.97
2849,29.053,77.768
2850,29.052,77.178
2851,29.156,77.981
2852,29.695,77.586
2853,29.929,77.731
2854,29.278,77.859
2855,29.752,77.089
2856,29.958,77.238
2857,29.054,77.972
2858,29.208,77.656
2859,29.171,77.147
2860,29.503,77.511
2861,29.174,77.819
2862,29.107,77.205
2863,29.599,77.788
2864,29.261,77.045
2865,29.435,77.492
2866,29.732,77.076
2867,29.667,77.403
2868,29.367,77.899
2869,29.054,77.167
2870,29.212,77.114
2871,29.129,77.793
2872,29.977,77.854
2873,29.012,77.831
2874,29.889,77.326
2875,29.647,77.299
2876,29.489,77.674
2877,29.836,77.612
2878,29.387,77.957
2879,29.503,77.491
2880,29.482,77.829
2881,29.027,77.361
2882,29.952,77.496
2883,29.646,77.183
2884,29.597,77.554
2885,29.032,77.102
2886,29.945,77.476
2887,29.224,77.081
2888,29.195,77.623
2889,29.632,77.343
2890,29.602,77.369
2891,29.282,77.989
2892,29.437,77.599
2893,29.035,77.179
2894,29.654,77.652
2895,29.399,77.35
2896,29.132,77.945
2897,29.293,77.871
2898,29.649,77.59
2899,29.204,77.177
2900,29.705,77.319
2901,29.75,77.528
2902,29.228,77.722
2903,29.668,77.785
2904,29.774,77.184
2905,29.651,77.884
2906,29.037,77.915
2907,29.189,77.681
2908,29.074,77.759
2909,29.85,77.546
2910,29.26,77.427
2911,29.233,77.421
2912,29.161,77.818
2913,29.546,77.35
2914,29.263,77.461
2915,29.846,77.458
2916,29.594,77.371
2917,29.945,77.502
2918,29.246,77.42
2919,29.254,77.953
2920,29.76,77.586
2921,29.419,77.735
2922,29.616,77.113
2923,29.335,77.592
2924,29.018,77.265
2925,29.37,77.336
2926,29.525,77.746
2927,29.644,77.512
2928,29.482,77.815
2929,29.105,77.726
2930,29.201,77.773
2931,29.306,77.08
2932,29.593,77.99
2933,29.591,77.214
2934,29.223,77.857
2935,29.7,77.849
2936,29.322,77.285
2937,29.762,77.702
2938,29.268,77.374
2939,29.152,77.848
2940,29.235,77.638
2941,29.762,77.237
2942,29.272,77.792
2943,29.2,77.343
2944,29.519,77.481
2945,29.37,77.991
2946,29.145,77.984
2947,29.714,77.085
2948,29.079,77.399
2949,29.282,77.386
2950,29.119,77.65
2951,29.193,77.185
2952,29.516,77.608
2953,29.888,77.499
2954,29.425,77.896
2955,29.769,77.331
2956,29.814,77.502
2957,29.97,77.537
2958,29.598,77.077
2959,29.398,77.851
2960,29.888,77.463
2961,29.053,77.505
2962,29.741,77.267
2963,29.662,77.655
2964,29.081,77.695
2965,29.618,77.872
2966,29.094,77.67
2967,29.538,77.121
2968,29.445,77.523
2969,29.243,77.365
2970,29.718,77.135
2971,29.937,77.599
2972,29.499,77.192
2973,29.554,77.124
2974,29.031,77.066
2975,29.429,77.722
2976,29.556,77.818
2977,29.875,77.692
2978,29.91,77.361
2979,29.132,77.728
2980,29.522,77.149
2981,29.277,77.826
2982,29.348,77.278
2983,29.777,77.338
2984,29.175,77.944
2985,29.125,77.139
2986,29.821,77.34
2987,29.64,77.966
2988,29.081,77.148
2989,29.547,77.951
2990,29.907,77.551
2991,29.11,77.557
2992,29.077,77.009
2993,29.403,77.576
2994,29.54,77.023
2995,29.574,77.454
2996,29.369,77.906
2997,29.485,77.999
2998,29.048,77.93
2999,29.573,77.658
3000,29.816,77.884
3001,29.373,77.031
3002,29.604,77.783
3003,29.791,77.422
3004,29.01,77.987
3005,29.364,77.568
3006,29.994,77.579
3007,29.023,77.709
3008,29.657,77.141
3009,29.285,77.477
3010,29.023,77.272
3011,29.828,77.435
3012,29.549,77.517
3013,29.009,77.743
3014,29.867,77.265
3015,29.59,77.891
3016,29.369,77.538
3017,29.604,77.776
3018,29.212,77.991
3019,29.693,77.409
3020,29.62,77.197
3021,29.662,77.128
3022,29.1,77.759
3023,29.842,77.44
3024,29.089,77.494
3025,29.642,77.62
3026,29.486,77.146
3027,29.964,77.486
3028,29.271,77.943
3029,29.466,77.474
3030,29.445,77.788
3031,29.349,77.827
3032,29.954,77.504
3033,29.281,77.246
3034,29.757,77.285
3035,29.114,77.35
3036,29.832,77.673
3037,29.943,77.312
3038,29.232,77.883
3039,29.239,77.768
3040,29.589,77.683
3041,29.209,77.987
3042,29.795,77.245
3043,29.912,77.639
3044,29.935,77.248
3045,29.479,77.207
3046,29.23,77.954
3047,29.601,77.94
3048,29.043,77.718
3049,29.412,77.377
3050,29.623,77.472
3051,29.983,77.885
3052,29.686,77.72
3053,29.257,77.702
3054,29.439,77.606
3055,29.276,77.924
3056,29.652,77.037
3057,29.035,77.699
3058,29.316,77.89
3059,29.367,77.606
3060,29.221,77.975
3061,29.52,77.792
3062,29.565,77.547
3063,29.258,77.684
3064,29.531,77.829
3065,29.782,77.705
3066,29.162,77.689
3067,29.923,77.87
3068,29.342,77.282
3069,29.196,77.18
3070,29.969,77.072
3071,29.715,77.051
3072,29.736,77.755
3073,29.174,77.477
3074,29.154,77.729
3075,29.882,77.851
3076,29.769,77.237
3077,29.301,77.676
3078,29.604,77.073
3079,29.161,77.197
3080,29.595,77.125
3081,29.485,77.062
3082,29.229,77.56
3083,29.718,77.073
3084,29.079,77.709
3085,29.662,77.224
3086,29.574,77.682
3087,29.475,77.815
3088,29.343,77.446
3089,29.532,77.568
3090,29.684,77.361
3091,29.472,77.286
3092,29.266,77.089
3093,29.151,77.604
3094,29.233,77.594
3095,29.076,77.598
3096,29.604,77.533
3097,29.468,77.184
3098,29.417,77.964
3099,29.616,77.014
3100,29.066,77.996
3101,29.873,77.148
3102,29.51,77.396
3103,29.941,77.791
3104,29.866,77.589
3105,29.02,77.355
3106,29.948,77.251
3107,29.081,77.271
3108,29.825,77.228
3109,29.173,77.454
3110,29.309,77.43
3111,29.238,77.991
3112,29.739,77.853
3113,29.448,77.567
3114,29.054,77.877
3115,29.49,77.197
3116,29.056,77.773
3117,29.589,77.862
3118,29.536,77.429
3119,29.888,77.539
3120,29.585,77.841
3121,29.167,77.52
3122,29.56,77.047
3123,29.581,77.382
3124,29.606,77.989
3125,29.784,77.403
3126,29.96,77.462
3127,29.732,77.392
3128,29.843,77.063
3129,29.923,77.611
3130,29.74,77.692
3131,29.443,77.27
3132,29.919,77.849
3133,29.112,77.576
3134,29.845,77.486
3135,29.556,77.603
3136,29.364,77.498
3137,29.508,77.878
3138,29.338,77.723
3139,29.005,77.411
3140,29.193,77.117
3141,29.943,77.227
3142,29.514,77.29
3143,29.416,77.801
3144,29.339,77.544
3145,29.236,77.012
3146,29.274,77.433
3147,29.74,77.401
3148,29.183,77.135
3149,29.828,77.633
3150,29.437,77.134
3151,29.577,77.671
3152,29.722,77.263
3153,29.659,77.54
3154,29.368,77.282
3155,29.848,77.366
3156,29.29,77.227
3157,29.458,77.071
3158,29.106,77.305
3159,29.001,77.434
3160,29.77,77.555
3161,29.507,77.299
3162,29.73,77.075
3163,29.803,77.439
3164,29.194,77.488
3165,29.664,77.673
3166,29.048,77.358
3167,29.28,77.487
3168,29.764,77.713
3169,29.013,77.452
3170,29.17,77.978
3171,29.766,77.704
3172,29.416,77.649
3173,29.377,77.837
3174,29.537,77.459
3175,29.432,77.955
3176,29.105,77.526
3177,29.937,77.366
3178,29.914,77.155
3179,29.29,77.446
3180,29.182,77.635
3181,29.093,77.936
3182,29.846,77.238
3183,29.456,77.403
3184,29.714,77.599
3185,29.041,77.925
3186,29.074,77.324
3187,29.344,77.863
3188,29.749,77.276
3189,29.597,77.334
3190,29.647,77.426
3191,29.043,77.244
3192,29.592,77.761
3193,29.269,77.175
3194,29.139,77.696
3195,29.481,77.471
3196,29.268,77.713
3197,29.666,77.03
3198,29.806,77.109
3199,29.29,77.059
3200,29.684,77.546
3201,29.759,77.103
3202,29.606,77.391
3203,29.093,77.196
3204,29.583,77.95
3205,29.557,77.435
3206,29.012,77.667
3207,29.869,77.165
3208,29.903,77.973
3209,29.791,77.516
3210,29.149,77.515
3211,29.118,77.243
3212,29.388,77.497
3213,29.711,77.091
3214,29.874,77.563
3215,29.125,77.007
3216,29.37,77.121
3217,29.727,77.658
3218,29.336,77.275
3219,29.221,77.576
3220,29.799,77.919
3221,29.241,77.611
3222,29.712,77.209
3223,29.635,77.263
3224,29.83,77.514
3225,29.336,77.783
3226,29.032,77.988
3227,29.339,77.705
3228,29.67,77.94
3229,29.868,77.391
3230,29.728,77.985
3231,29.537,77.32
3232,29.124,77.997
3233,29.354,77.703
3234,29.494,77.562
3235,29.865,77.554
3236,29.7,77.302
3237,29.714,77.629
3238,29.794,77.026
3239,29.463,77.528
3240,29.748,77.679
3241,29.351,77.199
3242,29.003,77.442
3243,29.28,77.016
3244,29.29,77.098
3245,29.858,77.73
3246,29.553,77.551
3247,29.262,77.444
3248,29.649,77.485
3249,29.055,77.572
3250,29.889,77.858
3251,29.552,77.129
3252,29.64,77.86
3253,29.046,77.627
3254,29.044,77.422
3255,29.936,77.473
3256,29.154,77.333
3257,29.756,77.051
3258,29.391,77.534
3259,29.931,77.322
3260,29.079,77.202
3261,29.176,77.58
3262,29.269,77.388
3263,29.429,77.885
3264,29.002,77.61
3265,29.327,77.274
3266,29.76,77.099
3267,29.042,77.055
3268,29.393,77.065
3269,29.928,77.572
3270,29.284,77.726
3271,29.798,77.523
3272,29.201,77.587
3273,29.088,77.997
3274,29.652,77.175
3275,29.75,77.678
3276,29.455,77.893
3277,29.63,77.406
3278,29.531,77.489
3279,29.165,77.521
3280,29.127,77.964
3281,29.44,77.113
3282,29.389,77.71
3283,29.488,77.763
3284,29.32,77.188
3285,29.821,77.264
3286,29.003,77.754
3287,29.722,77.316
3288,29.854,77.586
3289,29.425,77.524
3290,29.818,77.302
3291,29.12,77.659
3292,29.488,77.682
3293,29.341,77.574
3294,29.5,77.566
3295,29.222,77.754
3296,29.552,77.85
3297,29.516,77.226
3298,29.486,77.602
3299,29.737,77.901
3300,29.901,77.749
3301,29.967,77.102
3302,29.265,77.881
3303,29.843,77.71
3304,29.508,77.489
3305,29.858,77.184
3306,29.121,77.106
3307,29.586,77.987
3308,29.371,77.49
3309,29.972,77.518
3310,29.073,77.353
3311,29.281,77.662
3312,29.996,77.213
3313,29.451,77.115
3314,29.804,77.785
3315,29.333,77.564
3316,29.504,77.837
3317,29.453,77.784
3318,29.333,77.972
3319,29.921,77.544
3320,29.37,77.257
3321,29.088,77.129
3322,29.297,77.34
3323,29.923,77.901
3324,29.343,77.876
3325,29.731,77.5
3326,29.648,77.613
3327,29.253,77.311
3328,29.693,77.332
3329,29.451,77.814
3330,29.599,77.216
3331,29.212,77.834
3332,29.849,77.252
3333,29.912,77.141
3334,29.209,77.45
3335,29.18,77.569
3336,29.535,77.562
3337,29.365,77.111
3338,29.817,77.011
3339,29.763,77.321
3340,29.606,77.345
3341,29.443,77.85
3342,29.593,77.664
3343,29.442,77.444
3344,29.833,77.736
3345,29.502,77.025
3346,29.559,77.953
3347,29.007,77.006
3348,29.543,77.129
3349,29.751,77.07
3350,29.395,77.228
3351,29.541,77.059
3352,29.22,77.715
3353,29.944,77.178
3354,29.658,77.384
3355,29.738,77.383
3356,29.638,77.737
3357,29.635,77.03
3358,29.782,77.315
3359,29.08,77.021
3360,29.425,77.752
3361,29.204,77.446
3362,29.412,77.004
3363,29.045,77.825
3364,29.244,77.549
3365,29.994,77.529
3366,29.132,77.009
3367,29.316,77.429
3368,29.761,77.133
3369,29.93,77.746
3370,29.532,77.283
3371,29.873,77.439
3372,29.88,77.835
3373,29.987,77.57
3374,29.589,77.629
3375,29.56,77.521
3376,29.597,77.189
3377,29.163,77.444
3378,29.621,77.705
3379,29.815,77.713
3380,29.334,77.999
3381,29.137,77.615
3382,29.164,77.058
3383,29.511,77.383
3384,29.846,77.943
3385,29.737,77.831
3386,29.655,77.251
3387,29.351,77.29
3388,29.052,77.295
3389,29.42,77.061
3390,29.36,77.767
3391,29.273,77.034
3392,29.133,77.191
3393,29.301,77.378
3394,29.387,77.879
3395,29.5,77.615
3396,29.709,77.072
3397,29.061,77.952
3398,29.97,77.823
3399,29.064,77.537
3400,29.05,77.61
3401,29.791,77.978
3402,29.443,77.161
3403,29.821,77.718
3404,29.298,77.183
3405,29.933,77.695
3406,29.709,77.072
3407,29.468,77.703
3408,29.864,77.845
3409,29.849,77.05
3410,29.646,77.142
3411,29.444,77.155
3412,29.459,77.768
3413,29.885,77.301
3414,29.768,77.847
3415,29.606,77.187
3416,29.535,77.309
3417,29.364,77.633
3418,29.351,77.14
3419,29.625,77.724
3420,29.346,77.2
3421,29.838,77.031
3422,29.221,77.217
3423,29.624,77.584
3424,29.815,77.344
3425,29.352,77.019
3426,29.07,77.367
3427,29.919,77.174
3428,29.487,77.03
3429,29.345,77.716
3430,29.044,77.699
3431,29.162,77.685
3432,29.115,77.321
3433,29.502,77.541
3434,29.804,77.573
3435,29.733,77.452
3436,29.811,77.229
3437,29.224,77.159
3438,29.983,77.665
3439,29.845,77.95
3440,29.826,77.591
3441,29.897,77.213
3442,29.371,77.986
3443,29.662,77.19
3444,29.584,77.906
3445,29.418,77.622
3446,29.719,77.666
3447,29.218,77.991
3448,29.959,77.566
3449,29.103,77.279
3450,29.498,77.867
3451,29.345,77.103
3452,29.43,77.02
3453,29.025,77.534
3454,29.821,77.833
3455,29.235,77.287
3456,29.393,77.827
3457,29.348,77.624
3458,29.692,77.918
3459,29.8,77.244
3460,29.431,77.086
3461,29.695,77.508
3462,29.753,77.597
3463,29.192,77.121
3464,29.819,77.907
3465,29.071,77.022
3466,29.561,77.991
3467,29.052,77.251
3468,29.523,77.965
3469,29.956,77.98
3470,29.061,77.465
3471,29.523,77.3
3472,29.828,77.235
3473,29.953,77.612
3474,29.682,77.876
3475,29.157,77.289
3476,29.292,77.199
3477,29.776,77.461
3478,29.842,77.131
3479,29.66,77.7
3480,29.638,77.08
3481,29.62,77.545
3482,29.929,77.168
3483,29.141,77.762
3484,29.834,77.633
3485,29.27,77.082
3486,29,77.56
3487,29.364,77.141
3488,29.099,77.336
3489,29.665,77.833
3490,29.029,77.827
3491,29.254,77.028
3492,29.319,77.984
3493,29.11,77.168
3494,29.417,77.397
3495,29.125,77.406
3496,29.41,77.463
3497,29.048,77.69
3498,29.969,77.344
3499,29.599,77.643
3500,29.155,77.464
3501,29.537,77.558
3502,29.206,77.911
3503,29.414,77.947
3504,29.293,77.129
3505,29.587,77.08
3506,29.085,77.764
3507,29.234,77.076
3508,29.015,77.118
3509,29.384,77.847
3510,29.648,77.547
3511,29.555,77.832
3512,29.781,77.837
3513,29.427,77.896
3514,29.859,77.324
3515,29.799,77.653
3516,29.701,77.841
3517,29.404,77.729
3518,29.215,77.565
3519,29.65,77.532
3520,29.083,77.719
3521,29.296,77.439
3522,29.778,77.238
3523,29.241,77.803
3524,29.006,77.62
3525,29.67,77.849
3526,29.205,77.524
3527,29.078,77.787
3528,29.984,77.629
3529,29.139,77.898
3530,29.973,77.638
3531,29.815,77.002
3532,29.041,77.485
3533,29.063,77.211
3534,29.066,77.827
3535,29.583,77.93
3536,29.565,77.082
3537,29.982,77.831
3538,29.235,77.29
3539,29.812,77.256
3540,29.802,77.448
3541,29.513,77.126
3542,29.497,77.064
3543,29.215,77.293
3544,29.907,77.437
3545,29.418,77.338
3546,29.424,77.07
3547,29.183,77.345
3548,29.328,77.059
3549,29.483,77.221
3550,29.537,77.56
3551,29.349,77.923
3552,29.883,77.905
3553,29.847,77.313
3554,29.786,77.984
3555,29.409,77.234
3556,29.5,77.97
3557,29.839,77.157
3558,29.668,77.856
3559,29.485,77.592
3560,29.022,77.733
3561,29.735,77.383
3562,29.827,77.499
3563,29.061,77.09
3564,29.135,77.1
3565,29.479,77.573
3566,29.906,77.885
3567,29.245,77.209
3568,29.836,77.981
3569,29.939,77.699
3570,29.101,77.407
3571,29.195,77.219
3572,29.084,77.427
3573,29.355,77.56
3574,29.133,77.452
3575,29.8,77.603
3576,29.688,77.398
3577,29.875,77.569
3578,29.304,77.99
3579,29.843,77.557
3580,29.857,77.319
3581,29.875,77.149
3582,29.19,77.946
3583,29.798,77.467
3584,29.346,77.509
3585,29.08,77.479
3586,29.981,77.207
3587,29.719,77.138
3588,29.425,77.699
3589,29.77,77.014
3590,29.51,77.355
3591,29.232,77.765
3592,29.618,77.72
3593,29.237,77.264
3594,29.709,77.703
3595,29.544,77.05
3596,29.541,77.301
3597,29.344,77.427
3598,29.141,77.91
3599,29.696,77.824
3600,29.683,77.098
3601,29.64,77.131
3602,29.57,77.754
3603,29.535,77.903
3604,29.445,77.609
3605,29.414,77.032
3606,29.917,77.63
3607,29.318,77.432
3608,29.413,77.09
3609,29.461,77.132
3610,29.635,77.517
3611,29.645,77.321
3612,29.818,77.805
3613,29.333,77.721
3614,29.246,77.97
3615,29.788,77.394
3616,29.008,77.227
3617,29.835,77.577
3618,29.675,77.205
3619,29.05,77.642
3620,29.254,77.318
3621,29.39,77.724
3622,29.979,77.365
3623,29.754,77.171
3624,29.022,77.844
3625,29.267,77.509
3626,29.41,77.872
3627,29.552,77.874
3628,29.977,77.697
3629,29.37,77.941
3630,29.267,77.341
3631,29.617,77.968
3632,29.065,77.321
3633,29.655,77.727
3634,29.914,77.283
3635,29.137,77.932
3636,29.549,77.162
3637,29.882,77.035
3638,29.592,77.135
3639,29.93,77.534
3640,29.52,77.728
3641,29.688,77.724
3642,29.634,77.233
3643,29.603,77.125
3644,29.122,77.782
3645,29.76,77.065
3646,29.93,77.264
3647,29.423,77.322
3648,29.486,77.908
3649,29.638,77.631
3650,29.565,77.426
3651,29.362,77.563
3652,29.378,77.419
3653,29.851,77.741
3654,29.315,77.076
3655,29.168,77.521
3656,29.098,77.587
3657,29.531,77.239
3658,29.339,77.552
3659,29.83,77.474
3660,29.781,77.742
3661,29.118,77.9
3662,29.7,77.234
3663,29.606,77.68
3664,29.79,77.923
3665,29.399,77.168
3666,29.485,77.634
3667,29.455,77.544
3668,29.444,77.708
3669,29.8,77.219
3670,29.518,77.349
3671,29.947,77.58
3672,29.299,77.448
3673,29.684,77.119
3674,29.132,77.34
3675,29.888,77.77
3676,29.297,77.433
3677,29.14,77.622
3678,29.545,77.54
3679,29.727,77.25
3680,29.082,77.247
3681,29.099,77.05
3682,29.73,77.396
3683,29.304,77.331
3684,29.805,77.051
3685,29.082,77.139
3686,29.767,77.37
3687,29.676,77.143
3688,29.556,77.973
3689,29.116,77.957
3690,29.286,77.366
3691,29.433,77.843
3692,29.672,77.814
3693,29.298,77.471
3694,29.937,77.261
3695,29.809,77.92
3696,29.586,77.327
3697,29.441,77.053
3698,29.323,77.528
3699,29.491,77.597
3700,29.099,77.881
3701,29.823,77.31
3702,29.671,77.578
3703,29.993,77.09
3704,29.653,77.234
3705,29.266,77.247
3706,29.113,77.422
3707,29.745,77.974
3708,29.488,77.022
3709,29.377,77.519
3710,29.083,77.966
3711,29.805,77.794
3712,29.646,77.324
3713,29.441,77.089
3714,29.098,77.797
3715,29.066,77.46
3716,29.391,77.573
3717,29.465,77.605
3718,29.806,77.438
3719,29.396,77.518
3720,29.262,77.944
3721,29.726,77.015
3722,29.893,77.323
3723,29.569,77.124
3724,29.218,77.369
3725,29.472,77.67
3726,29.161,77.015
3727,29.825,77.729
3728,29.494,77.037
3729,29.195,77.83
3730,29.549,77.3
3731,29.701,77.794
3732,29.561,77.303
3733,29.992,77.959
3734,29.948,77.206
3735,29.613,77.969
3736,29.639,77.455
3737,29.561,77.651
3738,29.41,77.677
3739,29.576,77.539
3740,29.222,77.502
3741,29.224,77.196
3742,29.849,77.023
3743,29.912,77.723
3744,29.714,77.371
3745,29.808,77.62
3746,29.981,77.156
3747,29.298,77.149
3748,29.145,77.497
3749,29.466,77.443
3750,29.448,77.392
3751,29.531,77.204
3752,29.695,77.294
3753,29.45,77.149
3754,29.951,77.581
3755,29.598,77.845
3756,29.675,77.245
3757,29.584,77.433
3758,29.1,77.399
3759,29.567,77.297
3760,29.009,77.941
3761,29.231,77.099
3762,29.898,77.974
3763,29.387,77.759
3764,29.262,77.145
3765,29.729,77.659
3766,29.324,77.767
3767,29.966,77.968
3768,29.927,77.094
3769,29.849,77.796
3770,29.542,77.923
3771,29.396,77.417
3772,29.411,77.368
3773,29.048,77.781
3774,29.833,77.574
3775,29.688,77.884
3776,29.668,77.468
3777,29.425,77.204
3778,29.844,77.921
3779,29.96,77.911
3780,29.922,77.951
3781,29.7,77.342
3782,29.63,77.425
3783,29.43,77.451
3784,29.72,77.198
3785,29.527,77.48
3786,29.405,77.382
3787,29.425,77.614
3788,29.612,77.204
3789,29.192,77.009
3790,29.938,77.005
3791,29.866,77.666
3792,29.171,77.08
3793,29.964,77.541
3794,29.026,77.886
3795,29.935,77.733
3796,29.251,77.724
3797,29.076,77.292
3798,29.159,77.951
3799,29.596,77.527
3800,29.807,77.287
3801,29.027,77.92
3802,29.805,77.127
3803,29.837,77.71
3804,29.583,77.803
3805,29.137,77.483
3806,29.341,77.635
3807,29.621,77.277
3808,29.278,77.08
3809,29.434,77.711
3810,29.229,77.853
3811,29.93,77.408
3812,29.73,77.448
3813,29.632,77.141
3814,29.67,77.416
3815,29.063,77.818
3816,29.815,77.984
3817,29.509,77.974
3818,29.741,77.885
3819,29.408,77.96
3820,29.748,77.085
3821,29.778,77.101
3822,29.171,77.505
3823,29.401,77.796
3824,29.172,77.109
3825,29.731,77.987
3826,29.67,77.525
3827,29.184,77.802
3828,29.727,77.746
3829,29.688,77.352
3830,29.197,77.989
3831,29.895,77.398
3832,29.951,77.018
3833,29.373,77.257
3834,29.719,77.873
3835,29.915,77.068
3836,29.883,77.61
3837,29.859,77.125
3838,29.596,77.839
3839,29.583,77.518
3840,29.159,77.518
3841,29.061,77.167
3842,29.603,77.166
3843,29.938,77.226
3844,29.193,77.882
